5 digit NTD ID,4 digit NTD ID,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY, Fares FY , Operating Expenses FY , Average Cost per Trip FY , Average Fares per Trip FY 
00003,0003,Pierce County Transportation Benefit Area Authority,DR,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"561,771",2018,12,2018,"1,634,171","203,837",8.02," $258,229 "," $9,574,684 ", $46.97 , $1.27 
00003,0003,Pierce County Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"561,771",2018,12,2018,"35,901,817","8,654,242",4.15," $8,621,722 "," $69,243,774 ", $8.00 , $1.00 
00003,0003,Pierce County Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",292,"561,771",2018,12,2018,"22,201,580","783,571",28.33," $2,998,464 "," $4,914,315 ", $6.27 , $3.83 
00005,0005,Everett Transit,DR,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",34,"110,079",2018,12,2018,"689,264","129,011",5.34," $107,969 "," $7,244,395 ", $56.15 , $0.84 
00005,0005,Everett Transit,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",34,"110,079",2018,12,2018,"6,849,311","1,800,312",3.80," $1,205,648 "," $15,402,165 ", $8.56 , $0.67 
00006,0006,Yakima Transit,CB,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2018,12,2018,"929,955","25,322",36.73," $202,748 "," $531,231 ", $20.98 , $8.01 
00006,0006,Yakima Transit,DR,PT,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2018,12,2018,"209,451","69,112",3.03," $83,154 "," $1,108,705 ", $16.04 , $1.20 
00006,0006,Yakima Transit,MB,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2018,12,2018,"3,442,110","966,034",3.56," $607,456 "," $6,585,706 ", $6.82 , $0.63 
00006,0006,Yakima Transit,VP,DO,Active,Full Reporter,Yakima,WA,248,"Yakima, WA",60,"129,534",33,"100,715",2018,12,2018,"2,424,719","43,127",56.22," $170,817 "," $188,421 ", $4.37 , $3.96 
00007,0007,Lane Transit District,DR,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"1,321,842","185,362",7.13," $354,950 "," $5,318,359 ", $28.69 , $1.91 
00007,0007,Lane Transit District,DT,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"3,575,125","307,060",11.64, $-   ," $4,964,403 ", $16.17 , $-   
00007,0007,Lane Transit District,MB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"26,080,664","6,650,100",3.92," $4,505,307 "," $36,638,901 ", $5.51 , $0.68 
00007,0007,Lane Transit District,MB,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"603,092","20,378",29.60," $35,396 "," $385,061 ", $18.90 , $1.74 
00007,0007,Lane Transit District,RB,DO,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"9,115,927","3,496,291",2.61," $2,563,108 "," $10,054,773 ", $2.88 , $0.73 
00007,0007,Lane Transit District,VP,PT,Active,Full Reporter,Eugene,OR,151,"Eugene, OR",87,"247,421",482,"302,200",2018,6,2018,"2,188,443","39,028",56.07," $193,621 "," $283,563 ", $7.27 , $4.96 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,CR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,"8,306,781","898,989",9.24," $7,751,154 "," $36,244,487 ", $40.32 , $8.62 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,DT,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,"1,360,274","110,090",12.36," $949,204 "," $5,231,169 ", $47.52 , $8.62 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,LR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,"210,180,550","38,919,828",5.40," $48,259,563 "," $150,694,667 ", $3.87 , $1.24 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,MB,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,"203,723,813","56,690,101",3.59," $64,047,435 "," $280,711,908 ", $4.95 , $1.13 
00008,0008,Tri-County Metropolitan Transportation District of Oregon,SR,DO,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,,,,,,,
00008,0008,Tri-County Metropolitan Transportation District of Oregon,YR,PT,Active,Full Reporter,Portland,OR,24,"Portland, OR-WA",524,"1,849,898",382,"1,551,531",2018,6,2018,"3,534,689","414,273",8.53," $436,036 "," $7,234,359 ", $17.46 , $1.05 
00011,0011,Valley Regional Transit,DR,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2018,9,2018,,,,,,,
00011,0011,Valley Regional Transit,DR,PT,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2018,9,2018,"458,900","79,236",5.79," $93,965 "," $3,013,547 ", $38.03 , $1.19 
00011,0011,Valley Regional Transit,MB,DO,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2018,9,2018,,,,,,,
00011,0011,Valley Regional Transit,MB,PT,Active,Full Reporter,Meridian,ID,108,"Boise City, ID",134,"349,684",66,"338,759",2018,9,2018,"6,306,913","1,290,296",4.89," $767,307 "," $10,680,282 ", $8.28 , $0.59 
00012,0012,Municipality of Anchorage - Public Transportation Department,DR,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"291,826",2018,12,2018,"928,407","132,917",6.98," $699,280 "," $5,278,030 ", $39.71 , $5.26 
00012,0012,Municipality of Anchorage - Public Transportation Department,MB,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"291,826",2018,12,2018,"12,776,968","2,941,924",4.34," $3,157,075 "," $22,615,875 ", $7.69 , $1.07 
00012,0012,Municipality of Anchorage - Public Transportation Department,MB,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"291,826",2018,12,2018,"2,021,577","285,576",7.08," $306,529 "," $2,503,404 ", $8.77 , $1.07 
00012,0012,Municipality of Anchorage - Public Transportation Department,VP,PT,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",77,"291,826",2018,12,2018,"8,110,732","206,330",39.31," $1,079,448 "," $1,017,269 ", $4.93 , $5.23 
00016,0016,RiverCities Transit,DR,PT,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",31,"61,598",2018,12,2018,"166,310","52,622",3.16," $30,037 "," $1,622,928 ", $30.84 , $0.57 
00016,0016,RiverCities Transit,MB,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",31,"61,598",2018,12,2018,"1,512,934","354,317",4.27," $147,065 "," $2,881,260 ", $8.13 , $0.42 
00016,0016,RiverCities Transit,VP,DO,Active,Full Reporter,Longview,WA,431,"Longview, WA-OR",33,"63,952",31,"61,598",2018,12,2018,,,,,,,
00018,0018,Ben Franklin Transit,DR,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"283,830",2018,12,2018,"2,326,437","316,092",7.36," $314,978 "," $13,645,163 ", $43.17 , $1.00 
00018,0018,Ben Franklin Transit,DR,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"283,830",2018,12,2018,"606,504","75,755",8.01," $34,336 "," $1,448,045 ", $19.11 , $0.45 
00018,0018,Ben Franklin Transit,DT,PT,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"283,830",2018,12,2018,"376,732","50,149",7.51," $61,594 "," $1,127,211 ", $22.48 , $1.23 
00018,0018,Ben Franklin Transit,MB,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"283,830",2018,12,2018,"8,557,974","2,032,773",4.21," $1,324,979 "," $17,891,756 ", $8.80 , $0.65 
00018,0018,Ben Franklin Transit,VP,DO,Active,Full Reporter,Richland,WA,171,"Kennewick-Pasco, WA",102,"210,975",616,"283,830",2018,12,2018,"21,326,432","646,186",33.00," $1,885,257 "," $2,466,018 ", $3.82 , $2.92 
00019,0019,Intercity Transit,CB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"185,500",2018,12,2018,"3,848,174","167,823",22.93," $184,775 "," $2,772,737 ", $16.52 , $1.10 
00019,0019,Intercity Transit,DR,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"185,500",2018,12,2018,"1,171,541","190,907",6.14," $176,947 "," $10,158,672 ", $53.21 , $0.93 
00019,0019,Intercity Transit,MB,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"185,500",2018,12,2018,"13,361,828","3,595,607",3.72," $2,461,024 "," $25,066,935 ", $6.97 , $0.68 
00019,0019,Intercity Transit,VP,DO,Active,Full Reporter,Olympia,WA,195,"Olympia-Lacey, WA",106,"176,617",101,"185,500",2018,12,2018,"18,914,264","520,843",36.31," $1,391,732 "," $2,198,639 ", $4.22 , $2.67 
00020,0020,Kitsap Transit,DR,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"1,846,895","294,105",6.28," $246,783 "," $12,345,560 ", $41.98 , $0.84 
00020,0020,Kitsap Transit,DT,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"7,732","1,307",5.92," $1,420 "," $54,407 ", $41.63 , $1.09 
00020,0020,Kitsap Transit,FB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"4,670,757","299,471",15.60," $1,193,634 "," $5,200,757 ", $17.37 , $3.99 
00020,0020,Kitsap Transit,FB,PT,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"842,718","555,258",1.52," $637,071 "," $2,125,640 ", $3.83 , $1.15 
00020,0020,Kitsap Transit,MB,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"13,232,323","2,510,211",5.27," $4,031,367 "," $22,365,779 ", $8.91 , $1.61 
00020,0020,Kitsap Transit,VP,DO,Active,Full Reporter,Bremerton,WA,180,"Bremerton, WA",136,"198,979",396,"254,183",2018,12,2018,"3,377,524","168,402",20.06," $474,125 "," $1,141,786 ", $6.78 , $2.82 
00021,0021,Whatcom Transportation Authority,DR,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"220,158",2018,12,2018,"1,179,148","214,479",5.50," $95,900 "," $8,776,107 ", $40.92 , $0.45 
00021,0021,Whatcom Transportation Authority,DR,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"220,158",2018,12,2018,,,,,,,
00021,0021,Whatcom Transportation Authority,DT,PT,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"220,158",2018,12,2018,"20,012","1,229",16.28, $230 ," $38,140 ", $31.03 , $0.19 
00021,0021,Whatcom Transportation Authority,MB,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"220,158",2018,12,2018,"13,012,492","4,542,536",2.86," $2,507,904 "," $20,710,755 ", $4.56 , $0.55 
00021,0021,Whatcom Transportation Authority,VP,DO,Active,Full Reporter,Bellingham,WA,275,"Bellingham, WA",48,"114,473",776,"220,158",2018,12,2018,"1,789,205","47,591",37.60," $182,460 "," $289,272 ", $6.08 , $3.83 
00022,0022,City of Pocatello,DR,DO,Active,Reduced Reporter,Pocatello,ID,395,"Pocatello, ID",31,"69,809",27,"169,849",2018,9,2018,,,,,,,
00022,0022,City of Pocatello,MB,DO,Active,Reduced Reporter,Pocatello,ID,395,"Pocatello, ID",31,"69,809",27,"169,849",2018,9,2018,,,,,,,
00023,0023,City of Seattle - Seattle Center Monorail Transit,MG,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393",83,"704,352",2018,12,2018,"1,819,602","2,021,780",0.90," $4,265,280 "," $4,303,884 ", $2.13 , $2.11 
00023,0023,City of Seattle - Seattle Center Monorail Transit,MO,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393",83,"704,352",2018,12,2018,,,,,,,
00024,0024,Clark County Public Transportation Benefit Area Authority,CB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"413,477",2018,12,2018,,,,,,,
00024,0024,Clark County Public Transportation Benefit Area Authority,DR,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"413,477",2018,12,2018,"1,863,845","257,655",7.23," $507,280 "," $13,573,487 ", $52.68 , $1.97 
00024,0024,Clark County Public Transportation Benefit Area Authority,MB,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"413,477",2018,12,2018,"26,211,237","5,918,875",4.43," $5,908,808 "," $41,642,262 ", $7.04 , $1.00 
00024,0024,Clark County Public Transportation Benefit Area Authority,VP,DO,Active,Full Reporter,Vancouver,WA,24,"Portland, OR-WA",524,"1,849,898",142,"413,477",2018,12,2018,"1,115,534","44,222",25.23," $156,856 "," $458,316 ", $10.36 , $3.55 
00025,0025,Salem Area Mass Transit District,DR,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",68,"230,118",2018,6,2018,"3,357,510","455,807",7.37," $415,049 "," $14,119,579 ", $30.98 , $0.91 
00025,0025,Salem Area Mass Transit District,MB,DO,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",68,"230,118",2018,6,2018,"9,215,585","3,011,629",3.06," $2,682,560 "," $24,493,950 ", $8.13 , $0.89 
00025,0025,Salem Area Mass Transit District,MB,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",68,"230,118",2018,6,2018,,,,,,,
00025,0025,Salem Area Mass Transit District,VP,PT,Active,Full Reporter,Salem,OR,156,"Salem, OR",76,"236,632",68,"230,118",2018,6,2018,"2,848,891","70,250",40.55," $303,605 "," $290,018 ", $4.13 , $4.32 
00028,0028,Pierce County Ferry Operations,FB,PT,Active,Full Reporter,Tacoma,WA,14,"Seattle, WA","1,010","3,059,393",233,"844,295",2018,12,2018,"1,754,343","443,016",3.96," $2,686,520 "," $6,447,040 ", $14.55 , $6.06 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,"20,989,754","1,223,332",17.16," $4,403,342 "," $15,052,091 ", $12.30 , $3.60 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,CB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,"32,107,400","1,770,703",18.13," $15,833,868 "," $10,830,741 ", $6.12 , $8.94 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,DR,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,"2,461,194","200,010",12.31," $408,742 "," $8,833,145 ", $44.16 , $2.04 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,"36,148,639","6,584,139",5.49," $8,272,384 "," $76,852,619 ", $11.67 , $1.26 
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,MB,PT,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,,,,,,,
00029,0029,Snohomish County Public Transportation Benefit Area Corporation,VP,DO,Active,Full Reporter,Everett,WA,14,"Seattle, WA","1,010","3,059,393",257,"789,241",2018,12,2018,"20,155,115","869,370",23.18," $2,995,568 "," $4,520,035 ", $5.20 , $3.45 
00033,0R03-021,Senior Services of Snohomish County,DR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA",,,,,2007,,,,,,,,,
00034,0034,Rogue Valley Transportation District,DR,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2018,6,2018,,,,,,,
00034,0034,Rogue Valley Transportation District,DR,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2018,6,2018,"403,270","51,469",7.84," $120,935 "," $2,246,758 ", $43.65 , $2.35 
00034,0034,Rogue Valley Transportation District,MB,DO,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2018,6,2018,"6,464,994","1,158,601",5.58," $1,181,882 "," $8,956,241 ", $7.73 , $1.02 
00034,0034,Rogue Valley Transportation District,VP,PT,Active,Full Reporter,Medford,OR,213,"Medford, OR",65,"154,081",50,"132,022",2018,6,2018,,,,,,,
00035,0035,Washington State Ferries,FB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,945","3,919,300",2018,6,2018,"193,091,082","24,566,419",7.86," $75,707,452 "," $264,852,944 ", $10.78 , $3.08 
00040,0040,Central Puget Sound Regional Transit Authority,CB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,"196,169,479","14,456,346",13.57," $28,180,185 "," $114,920,126 ", $7.95 , $1.95 
00040,0040,Central Puget Sound Regional Transit Authority,CB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,"60,295,402","3,732,917",16.15," $9,514,551 "," $22,055,336 ", $5.91 , $2.55 
00040,0040,Central Puget Sound Regional Transit Authority,CR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,"115,664,119","4,631,525",24.97," $16,671,148 "," $52,241,469 ", $11.28 , $3.60 
00040,0040,Central Puget Sound Regional Transit Authority,DR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,LR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,"161,293,358","24,470,264",6.59," $41,636,645 "," $115,567,317 ", $4.72 , $1.70 
00040,0040,Central Puget Sound Regional Transit Authority,LR,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,MB,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,MB,PT,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,,,,,,,
00040,0040,Central Puget Sound Regional Transit Authority,SR,DO,Active,Full Reporter,Seattle,WA,14,"Seattle, WA","1,010","3,059,393","1,087","3,106,000",2018,12,2018,"795,888","897,642",0.89, $-   ," $5,527,548 ", $6.16 , $-   
00041,0041,Alaska Railroad Corporation,AR,DO,Active,Full Reporter,Anchorage,AK,149,"Anchorage, AK",85,"251,243",266,"352,701",2018,12,2018,"24,178,130","199,666",121.09," $25,655,269 "," $49,851,568 ", $249.67 , $128.49 
00042,0042,Targhee Regional Public Transit Authority,DR,DO,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"114,595",2018,9,2018,,,,,,,
00042,0042,Targhee Regional Public Transit Authority,MB,DO,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"114,595",2018,9,2018,,,,,,,
00042,0042,Targhee Regional Public Transit Authority,MB,PT,Active,Reduced Reporter,Idaho Falls,ID,321,"Idaho Falls, ID",45,"90,733",552,"114,595",2018,9,2018,,,,,,,
00043,0043,Link Transit,DR,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2018,12,2018,"206,511","52,740",3.92," $46,391 "," $2,230,155 ", $42.29 , $0.88 
00043,0043,Link Transit,DR,PT,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2018,12,2018,"9,448","2,148",4.40, $847 ," $46,532 ", $21.66 , $0.39 
00043,0043,Link Transit,MB,DO,Active,Full Reporter,Wenatchee,WA,412,"Wenatchee, WA",31,"67,227",197,"108,660",2018,12,2018,"10,695,307","947,095",11.29," $573,080 "," $11,241,606 ", $11.87 , $0.61 
00044,0044,Skagit Transit,CB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,110",2018,12,2018,"3,626,107","139,223",26.05," $87,369 "," $1,768,715 ", $12.70 , $0.63 
00044,0044,Skagit Transit,DR,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,110",2018,12,2018,"301,470","66,829",4.51," $7,886 "," $4,844,347 ", $72.49 , $0.12 
00044,0044,Skagit Transit,MB,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,110",2018,12,2018,"2,432,602","591,047",4.12," $351,673 "," $6,856,355 ", $11.60 , $0.60 
00044,0044,Skagit Transit,VP,DO,Active,Full Reporter,Burlington,WA,435,"Mount Vernon, WA",34,"62,966",760,"109,110",2018,12,2018,"5,037,035","110,388",45.63," $462,906 "," $660,240 ", $5.98 , $4.19 
00045,0045,Fairbanks North Star Borough Transit,DR,DO,Active,Reduced Reporter,Fairbanks,AK,425,"Fairbanks, AK",55,"64,513","7,444","99,703",2018,6,2018,,,,,,,
00045,0045,Fairbanks North Star Borough Transit,MB,DO,Active,Reduced Reporter,Fairbanks,AK,425,"Fairbanks, AK",55,"64,513","7,444","99,703",2018,6,2018,,,,,,,
00046,0046,South Metro Area Regional Transit,DR,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524,"1,849,898",80,"72,028",2018,6,2018,"121,678","21,743",5.60," $7,755 "," $1,044,308 ", $48.03 , $0.36 
00046,0046,South Metro Area Regional Transit,MB,DO,Active,Full Reporter,Wilsonville,OR,24,"Portland, OR-WA",524,"1,849,898",80,"72,028",2018,6,2018,"2,027,080","269,167",7.53," $191,522 "," $4,080,425 ", $15.16 , $0.71 
00047,0047,City of Corvallis,DR,PT,Active,Full Reporter,Corvallis,OR,436,"Corvallis, OR",21,"62,433",14,"54,462",2018,6,2018,,,, $-   ," $7,386 ",,
